tweet_id,author,text,date,url,sentiment,catégorie,priority,urgent,besoin_reponse,estimation_resolution,réclamations,confidence,text_cleaned,Thème principal,theme_confidence,Incident principal,incident_responsable,incident_confidence,reclamation_confidence
1404,mondiag06,franchement ras le bol !! panne de jusqu’à lundi ! je fais comment pour travailler ?!!,2024-09-20 18:36:09+00:00,https://twitter.com/mondiag06/status/1837199084157030662,negatif,autre,basse,False,True,72,Oui,0.5158260464668274,franchement ras le bol !! panne de jusqu'a lundi ! je fais comment pour travailler ?!!,RESEAU,0.75,incident_reseau,service_technique,0.65,0.8
496,Juliendu75,pas certainn100mega c'est rapide?,2024-08-06 19:06:07+00:00,https://twitter.com/Juliendu75/status/1820899171055907029,negatif,autre,basse,False,True,72,Non,0.4130326807498932,pas certainn100mega c'est rapide?,autre,0.5,aucun,service_client,0.5,0.6
795,elo_lpz,"vous commencez à me rendre dingue, je suis à deux doigts de tout annuler. un coup on me dit je peux avoir la fibre puis le technicien trouve rien donc on me dit qu’on va créer une ligne adsl puis quelqu’un d’autre me dit que finalement on va réessayer la fibre..",2024-08-23 06:53:18+00:00,https://twitter.com/elo_lpz/status/1826875344873292196,negatif,fibre,basse,False,True,72,Oui,0.6574121117591858,"vous commencez a me rendre dingue, je suis a deux doigts de tout annuler. un coup on me dit je peux avoir la fibre puis le technicien trouve rien donc on me dit qu'on va creer une ligne adsl puis quelqu'un d'autre me dit que finalement on va reessayer la fibre..",FIBRE,0.9,information,service_client,0.65,0.7
3331,renpazinzin,"je suis bloqué à l’étape 2 depuis ce matin. évidemment faut que ça arrive le 1er mai. malgré ce message explicite, personne pour prendre en charge le problème. nquelqu’un aurait une solution peut-être ?",2025-05-01 10:39:06+00:00,https://twitter.com/renpazinzin/status/1917891521216467117,negatif,autre,basse,False,True,72,Non,0.6223223805427551,"je suis bloque a l'etape 2 depuis ce matin. evidemment faut que ca arrive le 1er mai. malgre ce message explicite, personne pour prendre en charge le probleme. nquelqu'un aurait une solution peut-etre ?",TV,0.75,information,service_client,0.65,0.6
2689,olloudios,"bonjour, un moyen de connecter les appareils wifi, imprimante télé a la freebox ultra ? le ssid est detecter mais a cause du niveau de sécurité impossible de connecter ces appareils. une manip pour récuperer ?",2024-11-30 10:27:30+00:00,https://twitter.com/olloudios/status/1862805647311491182,negatif,fibre,basse,False,True,72,Non,0.4233472943305969,"bonjour, un moyen de connecter les appareils wifi, imprimante tele a la freebox ultra ? le ssid est detecter mais a cause du niveau de securite impossible de connecter ces appareils. une manip pour recuperer ?",FIBRE,0.9,technique,service_technique,0.8,0.6
671,BVoeckler,ras le bol de vos pannes il n’y a que ça ces derniers temps … faites le nécessaire pour rétablir votre réseau sinon on partira chez le concurrent orange !,2024-08-17 12:10:10+00:00,https://twitter.com/BVoeckler/status/1824780760387031474,negatif,autre,basse,False,True,72,Oui,0.3734809756278991,ras le bol de vos pannes il n'y a que ca ces derniers temps ... faites le necessaire pour retablir votre reseau sinon on partira chez le concurrent orange !,RESILIATION,0.85,incident_reseau,service_technique,0.65,0.95
212,LaurenceLolo9,ben voui je la croise quotidiennement sauf qu'elle ne fonctionne plus et que j'ai pas envie de payer pour son remplacement pk ce matériel ne m'appartient pas .du coup je fais avec une appli merdique emplie de pub .depuis quand on paie pour remplacer un matériel défaillant ?,2024-07-22 17:55:20+00:00,https://twitter.com/LaurenceLolo9/status/1815445537841348908,negatif,autre,basse,False,True,72,Oui,0.5240145921707153,ben voui je la croise quotidiennement sauf qu'elle ne fonctionne plus et que j'ai pas envie de payer pour son remplacement pk ce materiel ne m'appartient pas .du coup je fais avec une appli merdique emplie de pub .depuis quand on paie pour remplacer un materiel defaillant ?,TV,0.75,information,service_client,0.65,0.7
94,Lecteur_Du_Soir,"nncoucou ! nje n'arrive pas à me faire comprendre par votre conseiller, nnje souhaite avoir &gt; freebox ultra. nje possède déjà un abo netflix + prime : nnje n'aurai plus qu'à payer la différence entre le tarif de votre forfait netflix et le prix de ma formule ?",2024-07-19 17:16:37+00:00,https://twitter.com/Lecteur_Du_Soir/status/1814348631937311037,negatif,facture,basse,False,True,72,Oui,0.5359830260276794,"nncoucou ! nje n'arrive pas a me faire comprendre par votre conseiller, nnje souhaite avoir &gt; freebox ultra. nje possede deja un abo netflix + prime : nnje n'aurai plus qu'a payer la difference entre le tarif de votre forfait netflix et le prix de ma formule ?",FIBRE,0.85,facturation,service_commercial,0.8,0.7
840,3Savastano1,non ça ira il mérite pas son entreprise (vous) vous êtes des voleurs vous avez essayer de me soutirez 300€ bande de fou,2024-08-25 16:08:44+00:00,https://twitter.com/3Savastano1/status/1827739899404964333,negatif,autre,basse,False,True,72,Non,0.6993616819381714,non ca ira il merite pas son entreprise (vous) vous etes des voleurs vous avez essayer de me soutirez 300EUR bande de fou,FIBRE,0.75,aucun,service_client,0.5,0.6
1570,jmreymond,"cela fait 10 jours que l'aérodrome de fayence n'a plus de service internet à cause de pertes de paquets sur la ligne. la réponse: c'est en cours, attendez . sérieux ?",2024-09-30 08:24:21+00:00,https://twitter.com/jmreymond/status/1840668998838501592,negatif,fibre,basse,False,True,72,Oui,0.4588569104671478,"cela fait 10 jours que l'aerodrome de fayence n'a plus de service internet a cause de pertes de paquets sur la ligne. la reponse: c'est en cours, attendez . serieux ?",FIBRE,0.85,aucun,service_client,0.5,0.7
440,mysiats,comment un free proxi conseiller mathieu n'est pas présent pour prendre les doléances ?? qui paie ce garçon irrespectueux ! on avait pris rdv aujourd'hui on apprend pas de rdv ? bravo on essaie de reprendre rdv impossible et ce mathieu arrogant ! nous partons de free,2024-08-03 10:19:45+00:00,https://twitter.com/mysiats/status/1819679542849442283,negatif,autre,basse,False,True,72,Oui,0.7228560447692871,comment un free proxi conseiller mathieu n'est pas present pour prendre les doleances ?? qui paie ce garcon irrespectueux ! on avait pris rdv aujourd'hui on apprend pas de rdv ? bravo on essaie de reprendre rdv impossible et ce mathieu arrogant ! nous partons de free,SAV,0.75,information,service_client,0.65,0.7
545,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés. nnretrouvez-moi dès à présent sur messenger pour faire un point sur la situation &gt; nou via – free",2024-08-08 10:01:53+00:00,https://twitter.com/Freebox/status/1821486983949996432,negatif,autre,basse,False,True,72,Non,0.6058327555656433,"la messagerie privee x n'est plus disponible, et nous en sommes desoles. nnretrouvez-moi des a present sur messenger pour faire un point sur la situation &gt; nou via - free",SAV,0.75,aucun,service_client,0.5,0.6
1345,Lucsky_Turf,j'approuve totalement ce post et hier soir sur le multiplex chez j'avais un décalage d'au moins 10 secondes entre la parole qui était en avance sur les imagesnn,2024-09-18 18:40:38+00:00,https://twitter.com/Lucsky_Turf/status/1836475433295954081,negatif,autre,basse,False,True,72,Non,0.2818954586982727,j'approuve totalement ce post et hier soir sur le multiplex chez j'avais un decalage d'au moins 10 secondes entre la parole qui etait en avance sur les imagesnn,TV,0.75,aucun,service_client,0.5,0.6
1129,SurferVert,nnune semaine plus tard : toujours aucune résolution de la part du support technique free.nprochaine facture bloquée et migration vers,2024-09-09 08:55:23+00:00,https://twitter.com/SurferVert/status/1833066660623794583,negatif,facture,basse,False,True,72,Oui,0.7559330463409424,nnune semaine plus tard : toujours aucune resolution de la part du support technique free.nprochaine facture bloquee et migration vers,FACTURE,0.75,facturation,service_commercial,0.65,0.8
394,Axoss_,parce que ma connexion coupe 3 fois par jours,2024-07-30 21:14:15+00:00,https://twitter.com/Axoss_/status/1818394699738006000,neutre,autre,basse,False,False,72,Non,0.9,parce que ma connexion coupe 3 fois par jours,FIBRE,0.75,aucun,service_client,0.5,0.6
658,julien_delarue_,attention est une arnaque ils vous mettent pleins d'abonnement sans votre accord et ensuite refuse de rembourser ou d'échanger,2024-08-16 17:13:27+00:00,https://twitter.com/julien_delarue_/status/1824494693260120455,negatif,facture,basse,False,True,72,Non,0.945663034915924,attention est une arnaque ils vous mettent pleins d'abonnement sans votre accord et ensuite refuse de rembourser ou d'echanger,FACTURE,0.85,facturation,service_commercial,0.65,0.6
3295,Reusinho92,"ndepuis lundi j’ai pas internet sur ma box, merci de faire le nécessaire je travaille",2025-04-16 22:54:25+00:00,https://twitter.com/Reusinho92/status/1912640753727132161,neutre,fibre,basse,False,False,72,Oui,0.95,"ndepuis lundi j'ai pas internet sur ma box, merci de faire le necessaire je travaille",FIBRE,0.85,technique,service_technique,0.65,0.7
3631,Freebox,"bonjour,nnla messagerie privée x n’est plus disponiblenretrouvez-moi dès à présent sur messenger afin que nous puissions faire le point sur cette anomalie:n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-06-04 09:57:07+00:00,https://twitter.com/Freebox/status/1930202146714038623,negatif,autre,basse,False,True,72,Non,0.6206806302070618,"bonjour,nnla messagerie privee x n'est plus disponiblenretrouvez-moi des a present sur messenger afin que nous puissions faire le point sur cette anomalie:n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",SAV,0.75,aucun,service_client,0.5,0.6
3518,whosjaguari1,"customer service 0/10, congrats",2025-05-27 08:59:12+00:00,https://twitter.com/whosjaguari1/status/1927288467383259214,negatif,autre,basse,False,True,72,Non,0.383661687374115,"customer service 0/10, congrats",autre,0.5,aucun,service_client,0.5,0.6
388,ItsMaaatt,oh bougez votre cul,2024-07-30 15:24:43+00:00,https://twitter.com/ItsMaaatt/status/1818306736731668645,negatif,autre,basse,False,True,72,Non,0.7,oh bougez votre cul,autre,0.5,aucun,service_client,0.5,0.6
1299,Freebox,"désolé pour notre temps de réponse nnla messagerie privée x n’est plus disponible, et nous en sommes désolés. nnretrouvez-moi dès à présent sur messenger &gt; ou via - free",2024-09-17 11:07:15+00:00,https://twitter.com/Freebox/status/1835998951410950260,negatif,autre,basse,False,True,72,Non,0.5391250848770142,"desole pour notre temps de reponse nnla messagerie privee x n'est plus disponible, et nous en sommes desoles. nnretrouvez-moi des a present sur messenger &gt; ou via - free",SAV,0.75,aucun,service_client,0.5,0.6
2828,justemejohanna,pourquoi on a pleins de chaines qui fonctionne plus depuis ce matin .,2024-12-06 14:03:49+00:00,https://twitter.com/justemejohanna/status/1865034412263358974,negatif,autre,basse,False,True,72,Oui,0.9,pourquoi on a pleins de chaines qui fonctionne plus depuis ce matin .,TV,0.75,information,service_client,0.65,0.7
150,Petite_Tulipe_,idem. site inaccessible et 3244 injoignable.,2024-07-19 18:31:38+00:00,https://twitter.com/Petite_Tulipe_/status/1814367510915064235,negatif,autre,basse,False,True,72,Non,0.8462550640106201,idem. site inaccessible et 3244 injoignable.,SAV,0.75,aucun,service_client,0.5,0.6
2584,kevintsigbe,"bonjour , panne depuis plus de 48h dans le secteur vitry-sur-seine/villejuif (94) et aucune information de votre part malgré des mails et appels téléphoniques. est-ce possible d'avoir un suivi de la situation svp ? merci.",2024-11-23 09:53:20+00:00,https://twitter.com/kevintsigbe/status/1860260334642057699,negatif,mobile,basse,False,True,72,Oui,0.7959194183349609,"bonjour , panne depuis plus de 48h dans le secteur vitry-sur-seine/villejuif (94) et aucune information de votre part malgre des mails et appels telephoniques. est-ce possible d'avoir un suivi de la situation svp ? merci.",SAV,0.85,incident_reseau,service_technique,0.65,0.85
539,Freebox,"la messagerie privée x n’est plus disponible, et nous en sommes désolés. nnsi vous avez besoin d'une assistance retrouvez-moi dès à présent sur messenger :n nnou via – free",2024-08-08 09:29:59+00:00,https://twitter.com/Freebox/status/1821478957415358605,negatif,autre,basse,False,True,72,Non,0.6690279245376587,"la messagerie privee x n'est plus disponible, et nous en sommes desoles. nnsi vous avez besoin d'une assistance retrouvez-moi des a present sur messenger :n nnou via - free",SAV,0.85,processus_sav,service_client,0.65,0.6
1565,BackToDjo,gros j’ai 20mgbit en wifi ducoup l’iptv bug de fou je serre,2024-09-29 20:14:39+00:00,https://twitter.com/BackToDjo/status/1840485360045842641,negatif,fibre,moyenne,False,True,48,Oui,0.3547520935535431,gros j'ai 20mgbit en wifi ducoup l'iptv bug de fou je serre,FIBRE,0.75,incident_reseau,service_technique,0.65,0.7
791,user_xYzz,"c’est quoi votre délire on peut même pas jouer a la play ça fait que bug, moi tout comme mes potes qui sont chez vous comme par hasard",2024-08-22 20:33:15+00:00,https://twitter.com/user_xYzz/status/1826719305225891961,negatif,autre,moyenne,False,True,48,Oui,0.6119522452354431,"c'est quoi votre delire on peut meme pas jouer a la play ca fait que bug, moi tout comme mes potes qui sont chez vous comme par hasard",TV,0.75,incident_reseau,service_technique,0.65,0.7
444,Jakadi15,"bonjour , que faut-il faire pour avoir une personne de chez au téléphone ?",2024-08-03 15:59:00+00:00,https://twitter.com/Jakadi15/status/1819764919086059557,neutre,autre,basse,False,False,72,Non,0.3213509619235992,"bonjour , que faut-il faire pour avoir une personne de chez au telephone ?",TV,0.75,aucun,service_client,0.5,0.6
2514,Mehdiyeah,c’est quoi cette connerie ? on ne peut plus passer les pubs si on regarde en différé.nenlevez ça de suite ou je me désabonne !n,2024-11-19 22:06:53+00:00,https://twitter.com/Mehdiyeah/status/1858995385911701760,negatif,autre,basse,False,True,72,Oui,0.4219915866851806,c'est quoi cette connerie ? on ne peut plus passer les pubs si on regarde en differe.nenlevez ca de suite ou je me desabonne !n,autre,0.5,aucun,service_client,0.5,0.7
197,Leperefuetar,"eh !! votre fameux wifi 7 et vos répéteurs sont nuls de chez nils. la box ultra plus 3 répéteurs sont bien en dessous des trois google que j'avais. vous vendez du rêve , mais c'est surtout du bas de gamme made in pourrave.",2024-07-21 21:36:26+00:00,https://twitter.com/Leperefuetar/status/1815138793457848826,negatif,fibre,basse,False,True,72,Oui,0.4390850663185119,"eh !! votre fameux wifi 7 et vos repeteurs sont nuls de chez nils. la box ultra plus 3 repeteurs sont bien en dessous des trois google que j'avais. vous vendez du reve , mais c'est surtout du bas de gamme made in pourrave.",FIBRE,0.85,technique,service_technique,0.8,0.7
411,meteorPegase,le plus grand compte tweeter merci si je me fais bannir valorant c’est de votre faute je veux un dédommagement,2024-07-31 21:28:14+00:00,https://twitter.com/meteorPegase/status/1818760607899730129,positif,autre,basse,False,False,72,Non,0.4876158833503723,le plus grand compte tweeter merci si je me fais bannir valorant c'est de votre faute je veux un dedommagement,autre,0.5,aucun,service_client,0.5,0.6
1589,GeWoessner,"il y a 6 mois, je vous racontais mes déboires avec les escrocs de , qui vous vendent un service qu'ils ne sont pas capables de fournir.ncomme de juste, ce 1er octobre, je n'ai de nouveau plus internet depuis une semaine.nen six mois, strictement rien n'a été fait.nle problème, selon un premier technicien qui s'est déplacé, dépendrait de qui gère le câble reliant l'armoire (dégueulasse) de ma rue et le placard (dégueulasse) central.non me fixe un rdv ce matin.nle technicien ne vient pas.nle sav d...",2024-10-01 08:07:17+00:00,https://twitter.com/GeWoessner/status/1841027090793091438,negatif,fibre,basse,False,True,72,Oui,0.8108446002006531,"il y a 6 mois, je vous racontais mes deboires avec les escrocs de , qui vous vendent un service qu'ils ne sont pas capables de fournir.ncomme de juste, ce 1er octobre, je n'ai de nouveau plus internet depuis une semaine.nen six mois, strictement rien n'a ete fait.nle probleme, selon un premier technicien qui s'est deplace, dependrait de qui gere le cable reliant l'armoire (degueulasse) de ma rue et le placard (degueulasse) central.non me fixe un rdv ce matin.nle technicien ne vient pas.nle sav d...",FIBRE,0.85,processus_sav,service_client,0.65,0.9
3496,BiwBawflrn,"pas de connexion pendant la moitié du moi de mai (période de partiels, 2 coupure au total, un backup qui ne fonctionne pas et qui grapille le moindre centime sur le dos des étudiants et me rembourse 10 euros sur mon abonnement. merci free.",2025-05-23 03:22:53+00:00,https://twitter.com/BiwBawflrn/status/1925754277336654136,negatif,facture,basse,False,True,72,Non,0.6730849742889404,"pas de connexion pendant la moitie du moi de mai (periode de partiels, 2 coupure au total, un backup qui ne fonctionne pas et qui grapille le moindre centime sur le dos des etudiants et me rembourse 10 euros sur mon abonnement. merci free.",FACTURE,0.9,facturation,service_commercial,0.65,0.6
890,KROKKERZ,suite à l incompétence des équipes que j’ai eu au téléphone je me permet de vous écrire ici ! nnma connections ethernet est bridé à 100mo/s alors que le wifi atteint 750 mb par seconde étant équipé de cat6 en câble et cat7 pour les câble dans les mur je trouve ça bizarre ??,2024-08-28 09:51:40+00:00,https://twitter.com/KROKKERZ/status/1828732173119046111,neutre,fibre,basse,False,False,72,Non,0.95,suite a l incompetence des equipes que j'ai eu au telephone je me permet de vous ecrire ici ! nnma connections ethernet est bride a 100mo/s alors que le wifi atteint 750 mb par seconde etant equipe de cat6 en cable et cat7 pour les cable dans les mur je trouve ca bizarre ??,FIBRE,0.75,technique,service_technique,0.65,0.6
180,Skyphal21,plus de télé et plus internet.nje suis bloqué étape 6 de la freebox à marseille...,2024-07-19 18:38:55+00:00,https://twitter.com/Skyphal21/status/1814369345046491472,negatif,fibre,basse,False,True,72,Non,0.560862123966217,plus de tele et plus internet.nje suis bloque etape 6 de la freebox a marseille...,FIBRE,0.9,technique,service_technique,0.65,0.6
3373,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible. nretrouvez-moi dès à présent sur messenger si votre demande sur le replay est toujours d'actualité.n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-05-07 12:05:08+00:00,https://twitter.com/Freebox/status/1920087500048974262,negatif,autre,basse,False,True,72,Oui,0.4935450255870819,"bonjour,nnla messagerie privee x n'est plus disponible. nretrouvez-moi des a present sur messenger si votre demande sur le replay est toujours d'actualite.n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",TV,0.75,information,service_client,0.65,0.7
2572,MargotWarrior,"bonjour comment on fait quand un sous-traitant nous débranche la fibre pour brancher quelqu’un d’autre (notre voisin), l’admet clairement, mais remet la faute sur vous ? au final ni notre voisin ni nous n’avons la fibre maintenant",2024-11-22 16:05:30+00:00,https://twitter.com/MargotWarrior/status/1859991605488623905,negatif,fibre,basse,False,True,72,Non,0.9,"bonjour comment on fait quand un sous-traitant nous debranche la fibre pour brancher quelqu'un d'autre (notre voisin), l'admet clairement, mais remet la faute sur vous ? au final ni notre voisin ni nous n'avons la fibre maintenant",FIBRE,0.75,information,service_client,0.95,0.6
2067,100Dents1,alerte info ??n,2024-10-22 13:44:54+00:00,https://twitter.com/100Dents1/status/1848722196962635907,negatif,autre,basse,False,True,72,Non,0.3773568868637085,alerte info ??n,autre,0.5,aucun,service_client,0.5,0.6
817,Laury_bro971,comment on fait pour avoir un conseiller au téléphone pour nous aider?? je tombe que sur l’assistant vocal qui propose pas grand chose….,2024-08-24 11:05:57+00:00,https://twitter.com/Laury_bro971/status/1827301313895452816,negatif,autre,basse,False,True,72,Non,0.4453946948051452,comment on fait pour avoir un conseiller au telephone pour nous aider?? je tombe que sur l'assistant vocal qui propose pas grand chose....,SAV,0.75,information,service_client,0.65,0.6
3712,Freebox,"bonjour,nnla messagerie privée x n’est plus disponible, et nous en sommes désolés. nretrouvez-moi dès à présent sur messenger si toujours nécessaire :n▶️ sommes également disponibles via d'autres canaux :n▶️ - free",2025-06-10 12:22:36+00:00,https://twitter.com/Freebox/status/1932413085450404004,negatif,autre,basse,False,True,72,Oui,0.5453614592552185,"bonjour,nnla messagerie privee x n'est plus disponible, et nous en sommes desoles. nretrouvez-moi des a present sur messenger si toujours necessaire :n play_button sommes egalement disponibles via d'autres canaux :n play_button - free",SAV,0.75,aucun,service_client,0.5,0.7
